0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.06049019,0.08768205,0.054239135,0.059013143,0.20347384,-0.04427117,0.014535191,0.12742843,0.09251034,0.042845525,0.050500184,-0.10904827,-0.03031803,-0.11092326,-0.09599981,0.0064809322,-0.17600854,0.09029959,0.03026221,-0.02093932,-0.033380296,0.08050775,-0.17634802,0.064124525,0.0033433363,0.0204233,1.3880646,-0.14928186,0.11462326,0.09105505,0.016981155,0.876858
0.070271716,-0.064096764,0.11781768,-0.06854315,0.033449776,-0.02576384,-0.056017153,0.19734457,-0.0070397938,-0.051635318,-0.0824208,0.154468,-0.043666273,0.09172775,-0.079433665,-0.024368469,-0.026721736,-0.049099006,0.025701627,0.038859546,0.074282005,0.045992628,-0.014405638,0.2376326,-0.014045283,0.053827256,0.21323895,0.0060052983,0.015882317,-0.21241936,0.089860775,-0.14923744
0.040755764,-0.01811441,0.020944528,-0.012054693,0.03842981,0.032951873,-0.06043846,0.08925686,0.028881192,-0.04641246,-0.018495511,0.019632222,-0.015265725,0.049156323,-0.024743037,0.021000266,-0.0026737843,0.009374376,-0.00770797,0.035294704,0.018182646,-0.0031759404,0.040952437,0.055749897,0.026769191,0.018727638,0.24280468,-0.019210137,-0.031956438,-0.109217145,-0.005346451,-0.48684758
-0.20113279,-0.03937169,-0.059392717,0.22473118,0.014364693,0.04129216,-0.035775796,0.30456248,0.09421489,0.07646645,-0.047245424,-0.11683745,0.042171694,-0.14272545,0.09650397,-0.060714424,-0.06223072,-0.06363009,0.01005321,-0.11599883,-0.108216584,0.11738425,-0.7036684,0.35901418,-0.185858,-0.14079803,1.0600864,0.14946736,-0.02122557,0.348602,0.00926869,0.94328
-0.059974637,0.18790683,-0.071687974,0.24492589,0.1953717,0.012660825,-0.081572585,0.12952909,0.1399373,0.17843868,0.06415304,-0.21814406,0.064261846,-0.3252619,0.060769986,0.014409579,-0.20314115,-0.014232762,0.02298836,-0.2233105,-0.14823894,0.08339866,-0.45727628,0.017236654,-0.057596594,-0.09807376,1.5715396,-0.1067577,0.08982186,0.2977618,-0.061065845,0.7615142
0.05562918,0.012528019,0.087985836,0.021328777,0.14426371,-0.019041143,-0.0709114,0.39192548,0.14186504,0.028142923,-0.054116033,0.054938577,-0.035752717,0.01374598,-0.028219197,-0.016235031,-0.116810456,-0.025766782,-0.00622976,0.011173155,0.01425891,0.1445301,-0.30534202,0.34721753,-0.038609117,-0.008067735,1.2439706,0.012885127,0.016111802,-0.08453199,0.10555241,0.21311185
-0.11588536,0.087089896,-0.14692672,0.24267557,0.056161057,0.18722516,-0.14077486,0.041783925,0.0487998,-0.009399315,0.015811177,-0.19904813,0.08415016,-0.18413544,0.17180358,0.050611645,-0.002809545,-0.0027249707,0.026983999,-0.17918059,-0.12234315,-0.010602629,-0.3284331,-0.09034239,-0.03276132,-0.07942934,0.6777737,-0.05870968,-0.11585227,0.19068466,-0.1436123,-0.90367043
0.11664252,-0.11210512,-0.0031939694,0.018131547,0.033059638,0.11426407,-0.116045386,0.038025558,0.034776922,-0.1554317,-0.10000648,0.0042238533,-0.034336075,0.12090191,-0.014941487,0.0058356,0.076663606,0.066685714,0.07750399,-0.010704249,-0.056336675,-0.0587236,0.17024142,-0.028649997,0.0027963966,-0.039391287,0.06841558,-0.030560713,-0.095092565,-0.15169716,0.016210817,-1.507771
0.15454152,-0.12047993,0.07067925,-0.038921744,0.0764344,0.073201716,-0.121966116,0.100458644,0.08043805,-0.1129526,-0.081727274,0.04297308,-0.038978882,0.16232568,-0.057114452,0.01216767,0.03883905,0.052419975,0.02707757,0.036257572,-0.0017033331,-0.029794319,0.17113964,0.088743374,0.030963458,-0.0022656806,0.55189514,-0.02984184,-0.09299195,-0.19980451,0.008107126,-1.0442839
0.21359201,-0.077066295,0.114732735,-0.31572115,0.0986847,0.01012095,-0.21192868,-0.017101942,0.038447537,-0.18296443,-0.09042443,0.18421695,-0.15267898,0.3466453,-0.16403286,0.19700406,0.06884256,0.18679877,0.00021311268,0.19664782,0.14494602,-0.005491006,0.70018345,-0.0016843639,0.228741,0.20084551,0.67409146,-0.1785936,-0.050034992,-0.5778016,0.10145215,-0.4482994
